shoulder_pan,shoulder_lift,elbow_flex,wrist_flex,wrist_roll,gripper
88.44,-106.51,98.07,81.01,87.96,2.85
88.44,-106.42,97.54,81.54,87.96,2.85
88.62,-106.33,97.36,81.54,87.96,2.85
88.70,-105.80,96.40,81.54,87.96,2.85
88.70,-103.69,93.49,81.54,87.96,2.85
88.70,-99.47,88.48,81.54,87.96,2.85
88.44,-92.88,81.45,81.54,87.96,2.85
88.35,-84.44,72.57,81.54,87.96,2.85
88.35,-74.95,62.90,81.54,87.96,2.85
88.26,-65.01,52.97,81.54,87.96,2.85
88.26,-54.99,42.95,81.63,87.96,2.85
88.18,-45.49,33.01,81.63,87.96,2.85
87.74,-36.44,23.43,81.63,87.96,2.85
86.24,-27.91,14.64,81.63,87.96,2.85
84.04,-19.91,6.99,81.63,87.96,2.85
80.88,-9.98,-1.36,81.63,87.96,2.85
78.15,-3.12,-6.37,81.01,88.13,2.85
73.85,3.12,-10.95,80.31,88.22,2.85
68.48,9.36,-15.52,77.76,88.22,2.85
63.74,15.78,-19.91,73.98,88.22,2.85
59.69,22.11,-24.04,69.32,88.22,2.85
56.00,27.65,-28.09,64.40,88.22,2.85
51.96,32.57,-32.13,59.12,88.22,2.85
48.18,36.70,-36.09,54.20,88.22,2.85
44.92,40.04,-39.60,49.45,88.22,2.85
42.11,42.59,-43.03,44.79,88.22,2.85
36.92,45.85,-48.31,36.97,88.22,2.85
34.29,47.16,-49.80,33.89,88.22,2.85
31.74,48.31,-50.59,31.43,88.22,2.85
29.80,49.54,-50.68,29.41,88.22,2.85
28.48,51.03,-50.68,28.00,88.22,2.85
27.87,52.18,-50.77,26.77,88.22,2.85
27.52,52.88,-50.77,25.45,88.22,2.91
25.93,53.14,-50.77,24.22,88.22,2.97
24.88,53.23,-50.77,22.46,88.22,3.47
24.88,53.23,-50.77,20.44,88.22,5.08
24.88,53.23,-50.68,18.68,88.22,8.36
24.97,53.41,-50.59,17.45,88.22,12.94
25.23,54.11,-50.68,16.57,88.22,18.45
26.02,54.81,-50.77,15.87,88.31,23.78
26.90,54.99,-50.77,15.52,88.31,28.42
27.25,55.08,-50.77,15.52,88.31,32.14
27.60,55.16,-50.77,15.52,88.31,34.86
28.22,55.25,-50.77,15.43,88.31,36.47
28.57,55.25,-50.77,15.43,88.31,37.03
28.66,55.25,-50.77,15.25,88.22,37.03
28.75,56.22,-50.77,13.93,88.22,37.03
28.75,58.42,-50.77,11.21,88.22,37.03
28.66,61.85,-50.77,7.08,88.22,37.03
28.57,65.10,-50.77,2.15,88.22,37.03
28.31,67.74,-50.77,-2.95,88.22,37.03
28.22,69.58,-50.77,-7.08,88.22,37.03
28.13,70.81,-50.77,-9.36,88.22,37.03
28.13,72.48,-50.59,-10.15,88.22,37.03
28.13,74.07,-50.68,-10.59,88.22,37.03
28.31,75.74,-50.77,-10.59,88.22,37.03
28.31,76.70,-50.77,-10.59,88.22,37.03
28.22,77.14,-50.77,-10.59,88.22,37.03
28.22,77.32,-50.77,-10.59,88.22,37.03
28.31,77.41,-50.77,-10.59,88.22,37.03
28.57,77.49,-50.77,-10.59,88.22,37.03
28.66,77.58,-50.77,-10.59,88.22,37.03
28.75,77.76,-50.59,-10.59,88.22,37.03
28.75,77.76,-50.42,-10.59,88.22,37.03
28.75,77.76,-50.42,-10.59,88.22,37.03
28.75,77.76,-50.42,-10.59,88.22,37.03
28.66,77.85,-50.33,-10.51,88.22,37.03
28.66,77.93,-50.33,-10.24,88.22,37.03
28.48,78.11,-50.33,-10.24,88.22,37.03
28.40,79.16,-50.59,-10.24,88.22,37.03
28.31,79.87,-50.68,-10.24,88.22,37.03
28.22,80.13,-50.68,-10.15,88.22,37.03
28.13,80.40,-50.68,-10.15,88.22,37.03
28.31,80.48,-50.68,-10.51,88.22,37.03
28.57,80.22,-50.68,-10.51,88.22,37.03
28.66,80.04,-50.68,-10.51,88.22,37.03
28.66,80.22,-50.68,-10.51,88.22,37.03
28.40,80.48,-50.68,-10.51,88.22,37.03
28.40,80.48,-50.68,-10.51,88.22,37.03
28.57,80.48,-50.68,-10.51,88.22,37.03
28.57,80.48,-50.68,-10.51,88.22,37.03
28.57,80.48,-50.68,-10.51,88.22,37.03
28.57,80.48,-50.68,-10.51,88.22,37.03
28.57,80.48,-50.68,-10.51,88.22,37.03
28.48,80.48,-50.68,-10.51,88.22,37.03
28.48,80.48,-50.68,-10.51,88.22,37.03
28.57,80.48,-50.68,-10.51,88.22,37.03
28.57,80.48,-50.68,-10.51,88.22,37.03
28.57,80.48,-50.68,-10.51,88.22,37.03
28.48,80.48,-50.68,-10.51,88.22,37.03
28.22,80.48,-50.68,-10.59,88.22,37.03
28.13,80.48,-50.68,-10.59,88.22,36.97
28.13,80.48,-50.68,-10.59,88.22,36.84
28.13,80.48,-50.68,-10.59,88.22,35.67
28.04,80.48,-50.68,-10.59,88.22,31.33
27.96,80.48,-50.68,-10.59,88.31,25.08
27.96,80.48,-50.68,-10.59,88.31,17.15
27.69,80.40,-50.68,-10.59,88.31,8.61
26.81,80.40,-50.68,-10.59,88.31,1.30
26.20,80.40,-50.68,-10.59,88.31,0.31
26.11,80.48,-50.59,-10.15,88.22,2.91
25.93,80.48,-50.42,-10.07,87.96,4.15
25.93,79.96,-50.42,-9.98,87.96,4.15
25.93,79.69,-50.59,-9.89,87.87,4.15
26.02,78.11,-50.51,-9.36,87.87,4.15
26.37,74.42,-50.24,-7.78,88.22,4.15
26.46,70.29,-49.45,-4.70,88.22,4.09
26.55,66.07,-48.04,-0.31,87.96,4.09
26.37,60.62,-46.64,4.53,87.78,4.09
26.11,54.99,-45.05,9.63,87.69,4.09
26.02,49.36,-42.95,14.55,87.69,4.09
25.93,43.21,-40.75,19.65,87.69,4.02
26.11,36.53,-38.55,24.66,87.60,3.78
26.37,29.76,-36.26,29.67,87.60,2.66
26.37,22.81,-34.07,34.95,87.60,2.23
26.46,14.99,-31.96,40.66,87.60,2.23
26.46,6.73,-29.58,47.25,87.60,2.23
25.93,-1.98,-26.86,54.90,87.60,2.23
25.85,-10.59,-24.13,62.37,87.60,2.23
25.58,-18.77,-21.58,69.41,87.52,2.23
23.82,-26.68,-19.21,75.47,87.52,2.23
21.01,-34.59,-16.92,80.66,87.52,2.23
18.02,-42.59,-14.55,85.49,87.52,2.23
15.38,-50.68,-12.09,90.15,87.52,2.23
12.84,-58.59,-9.71,94.46,87.52,2.23
10.20,-65.01,-7.52,97.89,87.52,2.23
7.30,-70.64,-5.32,100.44,87.52,2.23
4.84,-73.98,-3.30,101.58,87.52,2.23
2.81,-75.91,-1.45,101.85,87.60,2.23
1.49,-77.41,0.22,101.85,87.60,2.23
0.79,-77.85,1.27,101.85,87.60,2.23
0.70,-78.64,1.71,101.58,87.60,2.23
0.70,-79.16,1.71,101.58,87.78,2.23
0.79,-79.43,1.71,101.85,87.78,2.23
0.88,-79.60,1.71,101.85,87.87,2.23
0.88,-79.60,1.71,101.85,87.87,2.23
0.97,-79.52,1.71,101.85,87.87,2.23
1.05,-79.52,1.71,101.85,87.87,2.23
1.05,-79.52,1.71,101.85,87.87,2.23
0.97,-79.52,1.71,101.85,87.87,2.23
1.05,-79.52,1.71,101.85,87.87,2.23
0.97,-79.52,1.71,101.85,87.87,2.23
1.05,-79.52,1.71,101.85,87.87,2.23
1.05,-79.52,1.71,101.85,87.87,2.23
1.05,-79.52,1.71,101.85,87.87,2.23
1.05,-79.52,1.71,101.85,87.87,2.23
1.05,-79.52,1.71,101.85,87.87,2.23
1.05,-79.52,1.71,101.85,87.87,2.23
