shoulder_pan,shoulder_lift,elbow_flex,wrist_flex,wrist_roll,gripper
87.03,-82.86,50.33,84.09,97.01,25.57
90.64,-84.97,55.96,84.09,97.01,25.57
93.19,-87.34,61.85,84.09,97.01,25.57
94.33,-90.33,67.74,84.09,97.01,25.57
94.33,-94.02,73.01,84.09,97.01,25.57
94.15,-99.12,78.02,84.09,97.01,25.57
94.07,-104.57,82.59,84.18,97.01,25.57
93.80,-107.56,87.43,84.09,97.01,25.57
93.01,-107.21,90.86,84.09,97.10,25.57
91.16,-107.03,93.76,84.09,97.10,25.57
88.18,-107.03,95.69,84.09,97.10,25.57
85.27,-107.03,95.96,84.09,97.10,25.45
83.25,-107.03,95.96,84.09,96.84,25.39
82.73,-107.03,96.04,84.09,96.57,24.77
82.73,-107.03,96.04,84.09,96.57,21.92
82.73,-107.03,96.04,84.09,96.48,16.53
82.73,-107.03,96.04,84.09,96.48,7.80
82.90,-107.03,96.04,84.09,96.48,0.00
83.25,-107.03,96.04,84.09,96.48,1.49
83.69,-106.95,96.04,84.09,96.40,4.21
83.87,-106.95,96.04,84.09,96.40,3.47
83.87,-106.95,96.04,84.09,96.40,2.54
83.87,-106.86,96.04,84.09,96.48,2.54
83.87,-106.86,95.96,84.00,96.48,2.60
83.87,-106.77,95.96,84.00,96.48,2.60
83.87,-106.59,95.87,84.00,96.48,2.60
83.87,-106.51,95.87,84.00,96.48,2.60
83.87,-106.51,95.78,84.00,96.48,2.60
83.87,-106.51,95.78,84.00,96.48,2.60
83.87,-106.51,95.78,84.00,96.48,2.60
83.87,-106.51,95.78,84.00,96.48,2.60
83.87,-106.51,95.78,84.00,96.48,2.60
83.87,-106.51,95.78,84.00,96.48,2.60
83.87,-106.51,95.78,84.00,96.48,2.60
83.87,-106.51,95.78,84.00,96.48,2.60
