shoulder_pan,shoulder_lift,elbow_flex,wrist_flex,wrist_roll,gripper
64.09,40.48,-28.97,96.66,66.59,26.13
64.00,40.48,-28.88,96.66,66.59,22.91
64.00,40.48,-28.97,96.66,66.59,18.08
64.00,40.48,-29.14,96.66,66.59,11.64
64.00,40.40,-29.14,96.57,66.59,4.83
63.74,40.40,-29.14,96.57,66.59,0.93
63.65,40.40,-29.14,96.57,66.59,2.23
63.65,40.40,-29.14,96.57,66.59,3.34
63.65,40.40,-29.14,96.57,66.59,3.16
63.65,40.40,-29.14,96.57,66.59,3.10
63.65,39.69,-29.14,96.57,66.59,3.10
63.65,38.55,-29.32,96.75,66.59,3.10
63.56,35.21,-29.32,96.75,66.59,3.10
63.56,30.99,-29.23,97.19,66.59,3.10
63.47,25.27,-29.23,97.27,66.51,3.10
62.86,18.42,-29.05,97.27,66.51,3.10
61.89,11.56,-29.05,97.27,66.51,3.10
61.36,4.09,-28.79,97.36,66.51,3.10
61.27,-2.95,-28.79,97.36,66.51,3.10
61.10,-9.54,-28.79,97.36,66.59,3.10
60.40,-15.16,-28.70,97.36,66.68,3.10
56.97,-19.38,-28.70,97.36,66.68,3.16
51.96,-22.90,-28.53,97.71,66.77,3.16
46.77,-26.42,-27.91,100.00,66.77,3.16
42.29,-31.25,-27.47,103.52,66.68,3.16
37.54,-36.97,-26.42,104.75,66.68,3.16
31.91,-42.68,-24.75,104.31,66.68,3.16
25.85,-48.92,-22.46,104.31,66.77,3.16
19.96,-54.64,-18.95,104.31,67.56,3.16
15.03,-60.18,-14.29,104.22,70.37,3.16
11.87,-65.54,-8.66,104.22,74.15,3.16
10.55,-70.81,-2.68,104.13,78.37,3.16
10.46,-75.47,2.86,104.04,82.59,3.16
10.20,-79.16,7.43,104.04,86.46,3.22
10.11,-82.15,10.42,104.04,89.98,3.34
10.11,-84.53,12.18,104.04,91.65,3.34
10.11,-85.67,12.70,103.96,92.09,3.34
10.02,-85.76,12.79,103.96,92.35,3.41
10.02,-85.76,12.79,103.52,92.35,3.41
9.93,-85.76,12.70,97.27,92.44,3.41
9.93,-85.58,12.88,93.05,92.44,3.41
9.93,-85.41,13.85,89.63,92.53,3.41
9.85,-85.58,16.31,87.78,92.70,3.47
8.44,-86.37,19.12,87.16,92.70,3.47
5.36,-86.64,21.05,87.08,92.70,3.47
1.93,-87.16,21.85,86.64,92.70,3.47
-0.35,-87.87,22.20,86.90,92.62,3.47
-1.32,-88.31,22.20,87.08,92.62,3.47
-1.32,-88.48,22.20,87.08,92.62,3.47
-1.32,-88.57,22.20,87.08,92.62,3.47
-1.32,-88.57,22.20,87.08,92.62,3.47
-1.32,-88.66,22.29,87.08,92.62,3.47
-1.32,-88.66,22.29,87.08,92.62,3.47
